failure_datetime,date,time,hour,day_of_week,location,failure_type,weather,temperature_celsius,is_peak_hour,is_weekend,repair_time_minutes,passengers_affected,trains_affected,is_rainy,month,season
2022-08-29,2022-08-29,00:00:00,0,Monday,Baker Street,Track Circuit,Clear,18,0,0,44,800,3,0,8,Summer
2022-08-31,2022-08-31,00:00:00,0,Wednesday,Victoria,Track Circuit,Foggy,18,0,0,100,3076,8,0,8,Summer
2022-09-01,2022-09-01,00:00:00,0,Thursday,Liverpool Street,Track Circuit,Rainy,13,0,0,26,773,4,1,9,Autumn
2022-09-02,2022-09-02,00:00:00,0,Friday,Stratford,Interlocking,Foggy,10,0,0,33,1212,5,0,9,Autumn
2022-09-03,2022-09-03,00:00:00,0,Saturday,Euston,Track Circuit,Clear,14,0,1,32,1429,5,0,9,Autumn
2022-09-04,2022-09-04,00:00:00,0,Sunday,Waterloo,Cable/Connector,Foggy,8,0,1,46,1590,4,0,9,Autumn
2022-09-05,2022-09-05,00:00:00,0,Monday,Southwark,Track Circuit,Rainy,17,0,0,78,1032,6,1,9,Autumn
2022-09-06,2022-09-06,00:00:00,0,Tuesday,Paddington,Track Circuit,Clear,4,0,0,79,1131,8,0,9,Autumn
2022-09-07,2022-09-07,00:00:00,0,Wednesday,Stratford,Track Circuit,Cloudy,12,0,0,109,3359,8,0,9,Autumn
2022-09-08,2022-09-08,00:00:00,0,Thursday,Old Street,Track Circuit,Clear,11,0,0,95,3063,9,0,9,Autumn
2022-09-09,2022-09-09,00:00:00,0,Friday,Stratford,Power Supply,Snowy,12,0,0,43,881,5,1,9,Autumn
2022-09-10,2022-09-10,00:00:00,0,Saturday,Stratford,Track Circuit,Rainy,19,0,1,67,581,5,1,9,Autumn
2022-09-11,2022-09-11,00:00:00,0,Sunday,Southwark,Power Supply,Clear,9,0,1,47,1198,4,0,9,Autumn
2022-09-12,2022-09-12,00:00:00,0,Monday,Covent Garden,Track Circuit,Rainy,10,0,0,122,2173,9,1,9,Autumn
2022-09-13,2022-09-13,00:00:00,0,Tuesday,Baker Street,Track Circuit,Clear,11,0,0,80,3925,6,0,9,Autumn
2022-09-14,2022-09-14,00:00:00,0,Wednesday,Paddington,Cable/Connector,Cloudy,15,0,0,37,1432,5,0,9,Autumn
2022-09-15,2022-09-15,00:00:00,0,Thursday,Baker Street,Track Circuit,Rainy,15,0,0,27,669,2,1,9,Autumn
2022-09-16,2022-09-16,00:00:00,0,Friday,Victoria,Cable/Connector,Cloudy,18,0,0,21,866,4,0,9,Autumn
2022-09-17,2022-09-17,00:00:00,0,Saturday,Waterloo,Interlocking,Clear,8,0,1,74,3058,5,0,9,Autumn
2022-09-18,2022-09-18,00:00:00,0,Sunday,Waterloo,Track Circuit,Foggy,18,0,1,86,3948,7,0,9,Autumn
2022-09-19,2022-09-19,00:00:00,0,Monday,Whitechapel,Interlocking,Clear,7,0,0,41,1732,5,0,9,Autumn
2022-09-20,2022-09-20,00:00:00,0,Tuesday,Southwark,Track Circuit,Rainy,10,0,0,97,1417,7,1,9,Autumn
2022-09-21,2022-09-21,00:00:00,0,Wednesday,Clapham Junction,Power Supply,Rainy,11,0,0,26,762,3,1,9,Autumn
2022-09-22,2022-09-22,00:00:00,0,Thursday,King's Cross,Track Circuit,Cloudy,10,0,0,44,1109,3,0,9,Autumn
2022-09-23,2022-09-23,00:00:00,0,Friday,Angel,Track Circuit,Cloudy,11,0,0,71,675,6,0,9,Autumn
2022-09-24,2022-09-24,00:00:00,0,Saturday,Moorgate,Interlocking,Rainy,11,0,1,68,753,5,1,9,Autumn
2022-09-25,2022-09-25,00:00:00,0,Sunday,Angel,Track Circuit,Rainy,13,0,1,92,2936,7,1,9,Autumn
2022-09-26,2022-09-26,00:00:00,0,Monday,Bank,Software/Electronics,Rainy,12,0,0,39,1191,4,1,9,Autumn
2022-09-27,2022-09-27,00:00:00,0,Tuesday,Old Street,Power Supply,Rainy,12,0,0,45,1907,5,1,9,Autumn
2022-09-28,2022-09-28,00:00:00,0,Wednesday,Moorgate,Track Circuit,Cloudy,16,0,0,47,2147,6,0,9,Autumn
2022-09-29,2022-09-29,00:00:00,0,Thursday,Victoria,Other,Clear,14,0,0,82,826,7,0,9,Autumn
2022-09-30,2022-09-30,00:00:00,0,Friday,Moorgate,Track Circuit,Clear,15,0,0,101,4082,7,0,9,Autumn
2022-10-01,2022-10-01,00:00:00,0,Saturday,Covent Garden,Power Supply,Cloudy,15,0,1,21,425,2,0,10,Autumn
2022-10-02,2022-10-02,00:00:00,0,Sunday,Angel,Cable/Connector,Rainy,16,0,1,45,562,6,1,10,Autumn
2022-10-03,2022-10-03,00:00:00,0,Monday,Moorgate,Interlocking,Rainy,16,0,0,127,1102,10,1,10,Autumn
2022-10-04,2022-10-04,00:00:00,0,Tuesday,Borough,Interlocking,Cloudy,12,0,0,92,2254,9,0,10,Autumn
2022-10-05,2022-10-05,00:00:00,0,Wednesday,Waterloo,Software/Electronics,Cloudy,20,0,0,31,912,3,0,10,Autumn
2022-10-06,2022-10-06,00:00:00,0,Thursday,Bank,Track Circuit,Stormy,9,0,0,43,2046,4,1,10,Autumn
2022-10-07,2022-10-07,00:00:00,0,Friday,Elephant & Castle,Power Supply,Cloudy,13,0,0,77,1489,8,0,10,Autumn
2022-10-08,2022-10-08,00:00:00,0,Saturday,Victoria,Track Circuit,Cloudy,11,0,1,35,731,4,0,10,Autumn
2022-10-09,2022-10-09,00:00:00,0,Sunday,King's Cross St Pancras,Power Supply,Clear,11,0,1,61,668,6,0,10,Autumn
2022-10-10,2022-10-10,00:00:00,0,Monday,Liverpool Street,Interlocking,Rainy,15,0,0,102,2473,7,1,10,Autumn
2022-10-11,2022-10-11,00:00:00,0,Tuesday,Southwark,Track Circuit,Foggy,20,0,0,23,780,4,0,10,Autumn
2022-10-13,2022-10-13,00:00:00,0,Thursday,Paddington,Power Supply,Cloudy,16,0,0,53,1107,4,0,10,Autumn
2022-10-14,2022-10-14,00:00:00,0,Friday,Paddington,Power Supply,Foggy,6,0,0,57,2439,5,0,10,Autumn
2022-10-16,2022-10-16,00:00:00,0,Sunday,Covent Garden,Software/Electronics,Clear,13,0,1,42,1485,5,0,10,Autumn
2022-10-17,2022-10-17,00:00:00,0,Monday,Holborn,Power Supply,Clear,13,0,0,20,350,4,0,10,Autumn
2022-10-18,2022-10-18,00:00:00,0,Tuesday,King's Cross St Pancras,Track Circuit,Foggy,0,0,0,95,3971,8,0,10,Autumn
2022-10-19,2022-10-19,00:00:00,0,Wednesday,Vauxhall,Power Supply,Clear,16,0,0,20,175,4,0,10,Autumn
2022-10-20,2022-10-20,00:00:00,0,Thursday,Moorgate,Track Circuit,Rainy,9,0,0,120,1600,10,1,10,Autumn
2022-10-21,2022-10-21,00:00:00,0,Friday,Borough,Track Circuit,Clear,15,0,0,55,2285,6,0,10,Autumn
2022-10-22,2022-10-22,00:00:00,0,Saturday,Covent Garden,Interlocking,Rainy,7,0,1,52,1992,5,1,10,Autumn
2022-10-23,2022-10-23,00:00:00,0,Sunday,Victoria,Power Supply,Rainy,10,0,1,42,1719,5,1,10,Autumn
2022-10-24,2022-10-24,00:00:00,0,Monday,Victoria,Interlocking,Cloudy,15,0,0,65,2542,7,0,10,Autumn
2022-10-25,2022-10-25,00:00:00,0,Tuesday,Euston,Power Supply,Foggy,11,0,0,39,1872,5,0,10,Autumn
2022-10-26,2022-10-26,00:00:00,0,Wednesday,Angel,Track Circuit,Cloudy,7,0,0,58,1529,4,0,10,Autumn
2022-10-27,2022-10-27,00:00:00,0,Thursday,Elephant & Castle,Track Circuit,Cloudy,13,0,0,91,2648,8,0,10,Autumn
2022-10-28,2022-10-28,00:00:00,0,Friday,Whitechapel,Track Circuit,Cloudy,3,0,0,75,3372,7,0,10,Autumn
2022-10-29,2022-10-29,00:00:00,0,Saturday,Southwark,Track Circuit,Clear,14,0,1,31,451,4,0,10,Autumn
2022-10-30,2022-10-30,00:00:00,0,Sunday,Vauxhall,Track Circuit,Clear,13,0,1,38,1191,4,0,10,Autumn
2022-10-31,2022-10-31,00:00:00,0,Monday,Angel,Cable/Connector,Clear,13,0,0,71,3519,5,0,10,Autumn
2022-11-01,2022-11-01,00:00:00,0,Tuesday,Southwark,Power Supply,Cloudy,13,0,0,61,1105,6,0,11,Autumn
2022-11-02,2022-11-02,00:00:00,0,Wednesday,Southwark,Track Circuit,Rainy,15,0,0,84,2534,8,1,11,Autumn
2022-11-03,2022-11-03,00:00:00,0,Thursday,Baker Street,Power Supply,Clear,13,0,0,24,603,3,0,11,Autumn
2022-11-04,2022-11-04,00:00:00,0,Friday,Paddington,Power Supply,Clear,12,0,0,33,543,5,0,11,Autumn
2022-11-05,2022-11-05,00:00:00,0,Saturday,Bank,Track Circuit,Rainy,11,0,1,113,5544,8,1,11,Autumn
2022-11-06,2022-11-06,00:00:00,0,Sunday,Liverpool Street,Software/Electronics,Cloudy,12,0,1,33,726,3,0,11,Autumn
2022-11-07,2022-11-07,00:00:00,0,Monday,Liverpool Street,Power Supply,Clear,18,0,0,66,2959,6,0,11,Autumn
2022-11-08,2022-11-08,00:00:00,0,Tuesday,Victoria,Power Supply,Clear,10,0,0,20,946,4,0,11,Autumn
2022-11-09,2022-11-09,00:00:00,0,Wednesday,Angel,Track Circuit,Clear,16,0,0,109,2654,9,0,11,Autumn
2022-11-10,2022-11-10,00:00:00,0,Thursday,Paddington,Interlocking,Clear,16,0,0,46,1876,6,0,11,Autumn
2022-11-11,2022-11-11,00:00:00,0,Friday,King's Cross,Track Circuit,Clear,5,0,0,20,754,4,0,11,Autumn
2022-11-12,2022-11-12,00:00:00,0,Saturday,Farringdon,Power Supply,Rainy,15,0,1,66,1529,7,1,11,Autumn
2022-11-13,2022-11-13,00:00:00,0,Sunday,Southwark,Interlocking,Rainy,11,0,1,87,2388,8,1,11,Autumn
2022-11-14,2022-11-14,00:00:00,0,Monday,Victoria,Other,Rainy,10,0,0,26,277,3,1,11,Autumn
2022-11-15,2022-11-15,00:00:00,0,Tuesday,London Bridge,Interlocking,Clear,11,0,0,20,730,4,0,11,Autumn
2022-11-16,2022-11-16,00:00:00,0,Wednesday,Old Street,Software/Electronics,Cloudy,5,0,0,50,1817,5,0,11,Autumn
2022-11-17,2022-11-17,00:00:00,0,Thursday,Angel,Interlocking,Stormy,17,0,0,70,2083,5,1,11,Autumn
2022-11-18,2022-11-18,00:00:00,0,Friday,Piccadilly Circus,Power Supply,Clear,12,0,0,76,3621,8,0,11,Autumn
2022-11-19,2022-11-19,00:00:00,0,Saturday,Piccadilly Circus,Software/Electronics,Clear,15,0,1,32,1225,4,0,11,Autumn
2022-11-20,2022-11-20,00:00:00,0,Sunday,Victoria,Software/Electronics,Clear,12,0,1,20,896,4,0,11,Autumn
2022-11-21,2022-11-21,00:00:00,0,Monday,Moorgate,Power Supply,Rainy,13,0,0,44,748,3,1,11,Autumn
2022-11-23,2022-11-23,00:00:00,0,Wednesday,Paddington,Power Supply,Clear,10,0,0,54,2429,6,0,11,Autumn
2022-11-24,2022-11-24,00:00:00,0,Thursday,Bank,Interlocking,Clear,15,0,0,27,290,2,0,11,Autumn
2022-11-25,2022-11-25,00:00:00,0,Friday,Victoria,Software/Electronics,Clear,10,0,0,20,694,3,0,11,Autumn
2022-11-26,2022-11-26,00:00:00,0,Saturday,Farringdon,Software/Electronics,Foggy,11,0,1,36,1779,4,0,11,Autumn
2022-11-27,2022-11-27,00:00:00,0,Sunday,Victoria,Power Supply,Cloudy,6,0,1,29,454,3,0,11,Autumn
2022-11-28,2022-11-28,00:00:00,0,Monday,Holborn,Interlocking,Stormy,8,0,0,82,2838,6,1,11,Autumn
2022-11-29,2022-11-29,00:00:00,0,Tuesday,Elephant & Castle,Interlocking,Rainy,18,0,0,76,2140,8,1,11,Autumn
2022-11-30,2022-11-30,00:00:00,0,Wednesday,Old Street,Software/Electronics,Clear,18,0,0,51,486,6,0,11,Autumn
2022-12-01,2022-12-01,00:00:00,0,Thursday,Covent Garden,Track Circuit,Clear,4,0,0,42,1018,5,0,12,Winter
2022-12-03,2022-12-03,00:00:00,0,Saturday,Euston,Software/Electronics,Clear,5,0,1,50,1737,6,0,12,Winter
2022-12-04,2022-12-04,00:00:00,0,Sunday,Waterloo,Power Supply,Clear,4,0,1,20,551,4,0,12,Winter
2022-12-05,2022-12-05,00:00:00,0,Monday,St Pancras,Other,Rainy,6,0,0,136,5260,12,1,12,Winter
2022-12-06,2022-12-06,00:00:00,0,Tuesday,Baker Street,Track Circuit,Cloudy,7,0,0,103,1390,7,0,12,Winter
2022-12-07,2022-12-07,00:00:00,0,Wednesday,Clapham Junction,Interlocking,Clear,3,0,0,84,1618,7,0,12,Winter
2022-12-08,2022-12-08,00:00:00,0,Thursday,King's Cross St Pancras,Track Circuit,Stormy,3,0,0,30,423,4,1,12,Winter
2022-12-09,2022-12-09,00:00:00,0,Friday,Southwark,Other,Clear,8,0,0,80,3824,7,0,12,Winter
2022-12-10,2022-12-10,00:00:00,0,Saturday,Waterloo,Software/Electronics,Cloudy,5,0,1,24,906,2,0,12,Winter
2022-12-12,2022-12-12,00:00:00,0,Monday,Paddington,Cable/Connector,Cloudy,5,0,0,21,343,4,0,12,Winter
2022-12-13,2022-12-13,00:00:00,0,Tuesday,St Pancras,Track Circuit,Clear,0,0,0,20,998,3,0,12,Winter
2022-12-14,2022-12-14,00:00:00,0,Wednesday,Liverpool Street,Track Circuit,Clear,0,0,0,124,1674,9,0,12,Winter
2022-12-15,2022-12-15,00:00:00,0,Thursday,Angel,Track Circuit,Rainy,12,0,0,143,1770,12,1,12,Winter
2022-12-17,2022-12-17,00:00:00,0,Saturday,Waterloo,Track Circuit,Snowy,4,0,1,86,3333,6,1,12,Winter
2022-12-18,2022-12-18,00:00:00,0,Sunday,Angel,Power Supply,Cloudy,6,0,1,26,627,4,0,12,Winter
2022-12-19,2022-12-19,00:00:00,0,Monday,Stratford,Software/Electronics,Clear,5,0,0,45,1863,5,0,12,Winter
2022-12-20,2022-12-20,00:00:00,0,Tuesday,Elephant & Castle,Track Circuit,Foggy,8,0,0,67,1823,6,0,12,Winter
2022-12-21,2022-12-21,00:00:00,0,Wednesday,Southwark,Cable/Connector,Rainy,4,0,0,74,1909,5,1,12,Winter
2022-12-22,2022-12-22,00:00:00,0,Thursday,London Bridge,Power Supply,Clear,-8,0,0,59,2067,5,0,12,Winter
2022-12-23,2022-12-23,00:00:00,0,Friday,Angel,Track Circuit,Rainy,1,0,0,87,1510,7,1,12,Winter
2022-12-24,2022-12-24,00:00:00,0,Saturday,Old Street,Interlocking,Cloudy,1,0,1,54,2145,6,0,12,Winter
2022-12-25,2022-12-25,00:00:00,0,Sunday,Covent Garden,Track Circuit,Cloudy,-1,0,1,21,714,2,0,12,Winter
2022-12-26,2022-12-26,00:00:00,0,Monday,King's Cross,Software/Electronics,Cloudy,3,0,0,38,605,3,0,12,Winter
2022-12-27,2022-12-27,00:00:00,0,Tuesday,Clapham Junction,Interlocking,Clear,2,0,0,25,374,4,0,12,Winter
2022-12-28,2022-12-28,00:00:00,0,Wednesday,King's Cross,Track Circuit,Cloudy,8,0,0,21,461,4,0,12,Winter
2022-12-29,2022-12-29,00:00:00,0,Thursday,Liverpool Street,Power Supply,Rainy,7,0,0,74,2586,6,1,12,Winter
2022-12-30,2022-12-30,00:00:00,0,Friday,Borough,Power Supply,Clear,15,0,0,20,754,4,0,12,Winter
2022-12-31,2022-12-31,00:00:00,0,Saturday,Elephant & Castle,Interlocking,Snowy,3,0,1,42,2066,4,1,12,Winter
2023-01-01,2023-01-01,00:00:00,0,Sunday,Covent Garden,Track Circuit,Clear,6,0,1,43,1394,4,0,1,Winter
2023-01-02,2023-01-02,00:00:00,0,Monday,Elephant & Castle,Power Supply,Clear,9,0,0,48,2308,5,0,1,Winter
2023-01-03,2023-01-03,00:00:00,0,Tuesday,Stratford,Track Circuit,Clear,1,0,0,20,980,4,0,1,Winter
2023-01-04,2023-01-04,00:00:00,0,Wednesday,Victoria,Interlocking,Rainy,1,0,0,57,2119,5,1,1,Winter
2023-01-05,2023-01-05,00:00:00,0,Thursday,Elephant & Castle,Cable/Connector,Clear,7,0,0,77,2514,6,0,1,Winter
2023-01-06,2023-01-06,00:00:00,0,Friday,Piccadilly Circus,Cable/Connector,Clear,2,0,0,57,877,6,0,1,Winter
2023-01-07,2023-01-07,00:00:00,0,Saturday,St Pancras,Power Supply,Cloudy,3,0,1,55,2547,6,0,1,Winter
2023-01-08,2023-01-08,00:00:00,0,Sunday,Bank,Interlocking,Cloudy,6,0,1,66,3021,7,0,1,Winter
2023-01-09,2023-01-09,00:00:00,0,Monday,St Pancras,Track Circuit,Foggy,4,0,0,103,3328,8,0,1,Winter
2023-01-10,2023-01-10,00:00:00,0,Tuesday,King's Cross,Other,Cloudy,9,0,0,81,1224,6,0,1,Winter
2023-01-11,2023-01-11,00:00:00,0,Wednesday,Vauxhall,Track Circuit,Clear,5,0,0,20,816,4,0,1,Winter
2023-01-12,2023-01-12,00:00:00,0,Thursday,King's Cross,Track Circuit,Clear,9,0,0,80,1416,6,0,1,Winter
2023-01-13,2023-01-13,00:00:00,0,Friday,Stratford,Track Circuit,Clear,7,0,0,95,2918,8,0,1,Winter
2023-01-14,2023-01-14,00:00:00,0,Saturday,Stratford,Interlocking,Clear,5,0,1,68,973,5,0,1,Winter
2023-01-15,2023-01-15,00:00:00,0,Sunday,Old Street,Power Supply,Clear,3,0,1,33,1162,4,0,1,Winter
2023-01-16,2023-01-16,00:00:00,0,Monday,Piccadilly Circus,Track Circuit,Snowy,4,0,0,123,4717,10,1,1,Winter
2023-01-17,2023-01-17,00:00:00,0,Tuesday,Victoria,Software/Electronics,Clear,6,0,0,35,1292,3,0,1,Winter
2023-01-18,2023-01-18,00:00:00,0,Wednesday,Bank,Cable/Connector,Cloudy,6,0,0,24,408,4,0,1,Winter
2023-01-19,2023-01-19,00:00:00,0,Thursday,Elephant & Castle,Track Circuit,Foggy,0,0,0,48,1880,4,0,1,Winter
2023-01-20,2023-01-20,00:00:00,0,Friday,Paddington,Power Supply,Clear,1,0,0,29,1209,3,0,1,Winter
2023-01-21,2023-01-21,00:00:00,0,Saturday,Farringdon,Track Circuit,Clear,8,0,1,69,3069,7,0,1,Winter
2023-01-22,2023-01-22,00:00:00,0,Sunday,Whitechapel,Software/Electronics,Foggy,1,0,1,54,2184,6,0,1,Winter
2023-01-23,2023-01-23,00:00:00,0,Monday,Farringdon,Software/Electronics,Cloudy,1,0,0,53,1650,6,0,1,Winter
2023-01-24,2023-01-24,00:00:00,0,Tuesday,London Bridge,Cable/Connector,Clear,4,0,0,47,753,4,0,1,Winter
2023-01-26,2023-01-26,00:00:00,0,Thursday,Vauxhall,Track Circuit,Snowy,4,0,0,33,861,5,1,1,Winter
2023-01-27,2023-01-27,00:00:00,0,Friday,King's Cross,Software/Electronics,Cloudy,15,0,0,39,781,4,0,1,Winter
2023-01-28,2023-01-28,00:00:00,0,Saturday,Waterloo,Track Circuit,Clear,1,0,1,64,1924,6,0,1,Winter
2023-01-29,2023-01-29,00:00:00,0,Sunday,Liverpool Street,Software/Electronics,Clear,4,0,1,31,1382,4,0,1,Winter
2023-01-30,2023-01-30,00:00:00,0,Monday,Holborn,Software/Electronics,Foggy,2,0,0,25,981,3,0,1,Winter
2023-01-31,2023-01-31,00:00:00,0,Tuesday,Holborn,Software/Electronics,Clear,6,0,0,60,2778,6,0,1,Winter
2023-02-02,2023-02-02,00:00:00,0,Thursday,King's Cross St Pancras,Power Supply,Rainy,-3,0,0,68,3151,7,1,2,Winter
2023-02-03,2023-02-03,00:00:00,0,Friday,Elephant & Castle,Software/Electronics,Clear,7,0,0,23,873,3,0,2,Winter
2023-02-04,2023-02-04,00:00:00,0,Saturday,Victoria,Software/Electronics,Cloudy,5,0,1,21,666,3,0,2,Winter
2023-02-05,2023-02-05,00:00:00,0,Sunday,Waterloo,Power Supply,Rainy,3,0,1,39,1294,4,1,2,Winter
2023-02-06,2023-02-06,00:00:00,0,Monday,Clapham Junction,Track Circuit,Clear,0,0,0,47,2209,6,0,2,Winter
2023-02-07,2023-02-07,00:00:00,0,Tuesday,Borough,Power Supply,Cloudy,5,0,0,29,403,4,0,2,Winter
2023-02-08,2023-02-08,00:00:00,0,Wednesday,London Bridge,Track Circuit,Rainy,2,0,0,76,1384,6,1,2,Winter
2023-02-09,2023-02-09,00:00:00,0,Thursday,Elephant & Castle,Power Supply,Clear,0,0,0,61,2803,5,0,2,Winter
2023-02-10,2023-02-10,00:00:00,0,Friday,Whitechapel,Track Circuit,Clear,8,0,0,80,1822,7,0,2,Winter
2023-02-12,2023-02-12,00:00:00,0,Sunday,Holborn,Interlocking,Cloudy,1,0,1,35,995,4,0,2,Winter
2023-02-13,2023-02-13,00:00:00,0,Monday,Moorgate,Track Circuit,Clear,8,0,0,83,2270,6,0,2,Winter
2023-02-14,2023-02-14,00:00:00,0,Tuesday,Vauxhall,Power Supply,Cloudy,7,0,0,67,2802,6,0,2,Winter
2023-02-15,2023-02-15,00:00:00,0,Wednesday,Angel,Power Supply,Stormy,8,0,0,85,1559,7,1,2,Winter
2023-02-16,2023-02-16,00:00:00,0,Thursday,Whitechapel,Power Supply,Clear,0,0,0,20,490,3,0,2,Winter
2023-02-17,2023-02-17,00:00:00,0,Friday,Old Street,Software/Electronics,Cloudy,7,0,0,63,2520,5,0,2,Winter
2023-02-18,2023-02-18,00:00:00,0,Saturday,Liverpool Street,Software/Electronics,Clear,7,0,1,28,504,4,0,2,Winter
2023-02-19,2023-02-19,00:00:00,0,Sunday,Euston,Software/Electronics,Clear,10,0,1,32,1497,3,0,2,Winter
2023-02-20,2023-02-20,00:00:00,0,Monday,Moorgate,Software/Electronics,Cloudy,5,0,0,37,1455,5,0,2,Winter
2023-02-21,2023-02-21,00:00:00,0,Tuesday,Stratford,Track Circuit,Clear,1,0,0,51,1801,5,0,2,Winter
2023-02-22,2023-02-22,00:00:00,0,Wednesday,London Bridge,Power Supply,Snowy,1,0,0,28,308,4,1,2,Winter
2023-02-23,2023-02-23,00:00:00,0,Thursday,Euston,Track Circuit,Rainy,5,0,0,75,3142,6,1,2,Winter
2023-02-24,2023-02-24,00:00:00,0,Friday,Whitechapel,Interlocking,Rainy,2,0,0,57,2108,4,1,2,Winter
2023-02-25,2023-02-25,00:00:00,0,Saturday,Paddington,Track Circuit,Cloudy,8,0,1,21,416,3,0,2,Winter
2023-02-26,2023-02-26,00:00:00,0,Sunday,Stratford,Interlocking,Clear,5,0,1,51,1226,4,0,2,Winter
2023-02-27,2023-02-27,00:00:00,0,Monday,Covent Garden,Cable/Connector,Clear,2,0,0,20,612,2,0,2,Winter
2023-02-28,2023-02-28,00:00:00,0,Tuesday,Old Street,Interlocking,Stormy,2,0,0,84,3992,8,1,2,Winter
2023-03-01,2023-03-01,00:00:00,0,Wednesday,Liverpool Street,Interlocking,Stormy,16,0,0,30,462,3,1,3,Spring
2023-03-02,2023-03-02,00:00:00,0,Thursday,Old Street,Track Circuit,Rainy,11,0,0,45,822,6,1,3,Spring
2023-03-03,2023-03-03,00:00:00,0,Friday,Bank,Power Supply,Cloudy,12,0,0,35,394,4,0,3,Spring
2023-03-04,2023-03-04,00:00:00,0,Saturday,Old Street,Interlocking,Clear,0,0,1,20,450,4,0,3,Spring
2023-03-05,2023-03-05,00:00:00,0,Sunday,Old Street,Track Circuit,Rainy,11,0,1,68,2723,7,1,3,Spring
2023-03-06,2023-03-06,00:00:00,0,Monday,Borough,Interlocking,Rainy,9,0,0,88,2664,8,1,3,Spring
2023-03-07,2023-03-07,00:00:00,0,Tuesday,Holborn,Software/Electronics,Cloudy,8,0,0,26,446,4,0,3,Spring
2023-03-09,2023-03-09,00:00:00,0,Thursday,Euston,Interlocking,Rainy,8,0,0,68,1451,7,1,3,Spring
2023-03-10,2023-03-10,00:00:00,0,Friday,Southwark,Track Circuit,Cloudy,11,0,0,90,3115,9,0,3,Spring
2023-03-11,2023-03-11,00:00:00,0,Saturday,Southwark,Interlocking,Clear,14,0,1,70,1984,5,0,3,Spring
2023-03-12,2023-03-12,00:00:00,0,Sunday,Borough,Track Circuit,Cloudy,9,0,1,46,388,4,0,3,Spring
2023-03-13,2023-03-13,00:00:00,0,Monday,Bank,Track Circuit,Rainy,16,0,0,150,3510,12,1,3,Spring
2023-03-14,2023-03-14,00:00:00,0,Tuesday,Euston,Interlocking,Foggy,12,0,0,23,370,3,0,3,Spring
2023-03-15,2023-03-15,00:00:00,0,Wednesday,Baker Street,Power Supply,Clear,17,0,0,20,260,4,0,3,Spring
2023-03-16,2023-03-16,00:00:00,0,Thursday,King's Cross,Track Circuit,Stormy,10,0,0,73,1352,6,1,3,Spring
2023-03-17,2023-03-17,00:00:00,0,Friday,Moorgate,Software/Electronics,Rainy,9,0,0,65,3155,5,1,3,Spring
2023-03-18,2023-03-18,00:00:00,0,Saturday,Piccadilly Circus,Track Circuit,Foggy,17,0,1,69,1899,6,0,3,Spring
2023-03-19,2023-03-19,00:00:00,0,Sunday,Borough,Interlocking,Stormy,17,0,1,109,3239,8,1,3,Spring
2023-03-20,2023-03-20,00:00:00,0,Monday,King's Cross,Other,Stormy,13,0,0,43,1476,4,1,3,Spring
2023-03-21,2023-03-21,00:00:00,0,Tuesday,Piccadilly Circus,Track Circuit,Clear,14,0,0,44,532,3,0,3,Spring
2023-03-22,2023-03-22,00:00:00,0,Wednesday,Euston,Track Circuit,Foggy,17,0,0,74,3401,5,0,3,Spring
2023-03-23,2023-03-23,00:00:00,0,Thursday,Covent Garden,Software/Electronics,Stormy,14,0,0,58,1690,6,1,3,Spring
2023-03-24,2023-03-24,00:00:00,0,Friday,Moorgate,Software/Electronics,Foggy,12,0,0,23,1036,3,0,3,Spring
2023-03-25,2023-03-25,00:00:00,0,Saturday,Borough,Software/Electronics,Clear,10,0,1,26,234,4,0,3,Spring
2023-03-26,2023-03-26,00:00:00,0,Sunday,Farringdon,Software/Electronics,Clear,20,0,1,20,465,4,0,3,Spring
2023-03-27,2023-03-27,00:00:00,0,Monday,King's Cross,Interlocking,Rainy,11,0,0,71,1692,6,1,3,Spring
2023-03-28,2023-03-28,00:00:00,0,Tuesday,Holborn,Track Circuit,Rainy,9,0,0,65,3027,7,1,3,Spring
2023-03-29,2023-03-29,00:00:00,0,Wednesday,Stratford,Track Circuit,Clear,14,0,0,47,1149,5,0,3,Spring
2023-03-30,2023-03-30,00:00:00,0,Thursday,Covent Garden,Track Circuit,Clear,10,0,0,86,3351,7,0,3,Spring
2023-03-31,2023-03-31,00:00:00,0,Friday,Moorgate,Track Circuit,Clear,12,0,0,75,1198,6,0,3,Spring
2023-04-01,2023-04-01,00:00:00,0,Saturday,King's Cross,Track Circuit,Rainy,13,0,1,110,5071,9,1,4,Spring
2023-04-02,2023-04-02,00:00:00,0,Sunday,Victoria,Power Supply,Clear,2,0,1,20,333,3,0,4,Spring
2023-04-03,2023-04-03,00:00:00,0,Monday,King's Cross St Pancras,Interlocking,Clear,11,0,0,31,397,3,0,4,Spring
2023-04-04,2023-04-04,00:00:00,0,Tuesday,Moorgate,Cable/Connector,Clear,15,0,0,39,1266,5,0,4,Spring
2023-04-05,2023-04-05,00:00:00,0,Wednesday,Clapham Junction,Power Supply,Rainy,12,0,0,52,1871,4,1,4,Spring
2023-04-06,2023-04-06,00:00:00,0,Thursday,Whitechapel,Software/Electronics,Clear,19,0,0,40,523,5,0,4,Spring
2023-04-08,2023-04-08,00:00:00,0,Saturday,Borough,Track Circuit,Cloudy,9,0,1,88,1935,7,0,4,Spring
2023-04-09,2023-04-09,00:00:00,0,Sunday,Moorgate,Track Circuit,Clear,18,0,1,88,3160,8,0,4,Spring
