failure_datetime,date,time,hour,location,temperature_celsius,is_peak_hour,is_weekend,repair_time_minutes,passengers_affected,trains_affected,is_rainy,month,failure_type_Interlocking,failure_type_Other,failure_type_Power Supply,failure_type_Software/Electronics,failure_type_Track Circuit,weather_Cloudy,weather_Foggy,weather_Rainy,weather_Snowy,weather_Stormy,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,season_Spring,season_Summer,season_Winter
2022-07-05,2022-07-05,00:00:00,0,Baker Street,14,0,0,70,3073,5,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2022-07-06,2022-07-06,00:00:00,0,Baker Street,21,0,0,61,825,6,1,7,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
2022-07-07,2022-07-07,00:00:00,0,Piccadilly Circus,17,0,0,62,1846,7,0,7,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2022-07-08,2022-07-08,00:00:00,0,Southwark,19,0,0,81,1283,6,0,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-07-09,2022-07-09,00:00:00,0,Borough,15,0,1,20,833,2,0,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2022-07-10,2022-07-10,00:00:00,0,Paddington,14,0,1,69,668,5,0,7,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2022-07-11,2022-07-11,00:00:00,0,St Pancras,15,0,0,26,827,4,1,7,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2022-07-12,2022-07-12,00:00:00,0,St Pancras,21,0,0,33,978,4,0,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2022-07-14,2022-07-14,00:00:00,0,Farringdon,17,0,0,46,1446,5,0,7,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
2022-07-15,2022-07-15,00:00:00,0,Liverpool Street,17,0,0,102,1065,8,0,7,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2022-07-16,2022-07-16,00:00:00,0,Waterloo,18,0,1,116,1422,9,0,7,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2022-07-17,2022-07-17,00:00:00,0,Farringdon,23,0,1,20,313,2,0,7,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2022-07-18,2022-07-18,00:00:00,0,Borough,19,0,0,94,4190,8,1,7,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2022-07-19,2022-07-19,00:00:00,0,St Pancras,12,0,0,75,2376,8,0,7,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2022-07-21,2022-07-21,00:00:00,0,St Pancras,16,0,0,28,534,3,0,7,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2022-07-22,2022-07-22,00:00:00,0,Holborn,24,0,0,33,1214,4,0,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-07-23,2022-07-23,00:00:00,0,Euston,22,0,1,29,304,3,0,7,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2022-07-24,2022-07-24,00:00:00,0,Victoria,15,0,1,84,1810,8,1,7,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2022-07-25,2022-07-25,00:00:00,0,Whitechapel,17,0,0,109,1246,9,1,7,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2022-07-26,2022-07-26,00:00:00,0,Waterloo,17,0,0,128,2681,11,0,7,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2022-07-27,2022-07-27,00:00:00,0,Farringdon,12,0,0,71,2676,6,0,7,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
2022-07-28,2022-07-28,00:00:00,0,Covent Garden,24,0,0,35,1528,3,1,7,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2022-07-29,2022-07-29,00:00:00,0,Euston,17,0,0,154,6645,11,1,7,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2022-08-01,2022-08-01,00:00:00,0,Euston,16,0,0,37,949,4,0,8,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2022-08-02,2022-08-02,00:00:00,0,King's Cross St Pancras,13,0,0,63,750,6,0,8,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2022-08-03,2022-08-03,00:00:00,0,Euston,20,0,0,49,987,5,0,8,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
2022-08-04,2022-08-04,00:00:00,0,Victoria,21,0,0,109,1794,8,0,8,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2022-08-05,2022-08-05,00:00:00,0,King's Cross,18,0,0,60,2317,5,0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-08-06,2022-08-06,00:00:00,0,Piccadilly Circus,17,0,1,55,1852,5,0,8,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2022-08-07,2022-08-07,00:00:00,0,Victoria,9,0,1,101,1875,7,1,8,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2022-08-08,2022-08-08,00:00:00,0,Whitechapel,17,0,0,48,1296,6,0,8,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
2022-08-10,2022-08-10,00:00:00,0,Paddington,14,0,0,21,188,3,0,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
2022-08-11,2022-08-11,00:00:00,0,Borough,21,0,0,42,360,4,0,8,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False
2022-08-12,2022-08-12,00:00:00,0,St Pancras,10,0,0,23,400,4,0,8,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2022-08-13,2022-08-13,00:00:00,0,King's Cross St Pancras,18,0,1,93,3741,9,0,8,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2022-08-14,2022-08-14,00:00:00,0,Elephant & Castle,22,0,1,39,483,5,0,8,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2022-08-15,2022-08-15,00:00:00,0,Angel,13,0,0,29,686,4,0,8,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
2022-08-16,2022-08-16,00:00:00,0,Paddington,17,0,0,21,886,3,0,8,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2022-08-17,2022-08-17,00:00:00,0,Euston,18,0,0,58,1414,4,0,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2022-08-18,2022-08-18,00:00:00,0,Bank,17,0,0,124,3771,11,1,8,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
2022-08-19,2022-08-19,00:00:00,0,Elephant & Castle,16,0,0,42,1283,4,0,8,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2022-08-21,2022-08-21,00:00:00,0,King's Cross,16,0,1,28,1290,4,0,8,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
2022-08-22,2022-08-22,00:00:00,0,London Bridge,19,0,0,103,949,7,1,8,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
2022-08-23,2022-08-23,00:00:00,0,Borough,14,0,0,49,1101,5,0,8,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2022-08-24,2022-08-24,00:00:00,0,Whitechapel,19,0,0,28,649,3,0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2022-08-25,2022-08-25,00:00:00,0,Victoria,18,0,0,24,856,4,0,8,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
2022-08-26,2022-08-26,00:00:00,0,London Bridge,17,0,0,29,896,4,0,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-08-27,2022-08-27,00:00:00,0,Euston,18,0,1,63,1557,6,0,8,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2022-08-28,2022-08-28,00:00:00,0,King's Cross,18,0,1,52,1224,5,0,8,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2022-08-29,2022-08-29,00:00:00,0,Baker Street,18,0,0,44,800,3,0,8,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2022-08-31,2022-08-31,00:00:00,0,Victoria,18,0,0,100,3076,8,0,8,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2022-09-01,2022-09-01,00:00:00,0,Liverpool Street,13,0,0,26,773,4,1,9,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2022-09-02,2022-09-02,00:00:00,0,Stratford,10,0,0,33,1212,5,0,9,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-03,2022-09-03,00:00:00,0,Euston,14,0,1,32,1429,5,0,9,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2022-09-04,2022-09-04,00:00:00,0,Waterloo,8,0,1,46,1590,4,0,9,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2022-09-05,2022-09-05,00:00:00,0,Southwark,17,0,0,78,1032,6,1,9,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2022-09-06,2022-09-06,00:00:00,0,Paddington,4,0,0,79,1131,8,0,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2022-09-07,2022-09-07,00:00:00,0,Stratford,12,0,0,109,3359,8,0,9,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2022-09-08,2022-09-08,00:00:00,0,Old Street,11,0,0,95,3063,9,0,9,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2022-09-09,2022-09-09,00:00:00,0,Stratford,12,0,0,43,881,5,1,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022-09-10,2022-09-10,00:00:00,0,Stratford,19,0,1,67,581,5,1,9,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2022-09-11,2022-09-11,00:00:00,0,Southwark,9,0,1,47,1198,4,0,9,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-09-12,2022-09-12,00:00:00,0,Covent Garden,10,0,0,122,2173,9,1,9,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2022-09-13,2022-09-13,00:00:00,0,Baker Street,11,0,0,80,3925,6,0,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2022-09-14,2022-09-14,00:00:00,0,Paddington,15,0,0,37,1432,5,0,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2022-09-15,2022-09-15,00:00:00,0,Baker Street,15,0,0,27,669,2,1,9,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2022-09-16,2022-09-16,00:00:00,0,Victoria,18,0,0,21,866,4,0,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-17,2022-09-17,00:00:00,0,Waterloo,8,0,1,74,3058,5,0,9,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2022-09-18,2022-09-18,00:00:00,0,Waterloo,18,0,1,86,3948,7,0,9,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2022-09-19,2022-09-19,00:00:00,0,Whitechapel,7,0,0,41,1732,5,0,9,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-09-20,2022-09-20,00:00:00,0,Southwark,10,0,0,97,1417,7,1,9,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2022-09-21,2022-09-21,00:00:00,0,Clapham Junction,11,0,0,26,762,3,1,9,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2022-09-22,2022-09-22,00:00:00,0,King's Cross,10,0,0,44,1109,3,0,9,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2022-09-23,2022-09-23,00:00:00,0,Angel,11,0,0,71,675,6,0,9,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-24,2022-09-24,00:00:00,0,Moorgate,11,0,1,68,753,5,1,9,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2022-09-25,2022-09-25,00:00:00,0,Angel,13,0,1,92,2936,7,1,9,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2022-09-26,2022-09-26,00:00:00,0,Bank,12,0,0,39,1191,4,1,9,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2022-09-27,2022-09-27,00:00:00,0,Old Street,12,0,0,45,1907,5,1,9,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2022-09-28,2022-09-28,00:00:00,0,Moorgate,16,0,0,47,2147,6,0,9,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2022-09-29,2022-09-29,00:00:00,0,Victoria,14,0,0,82,826,7,0,9,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2022-09-30,2022-09-30,00:00:00,0,Moorgate,15,0,0,101,4082,7,0,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-01,2022-10-01,00:00:00,0,Covent Garden,15,0,1,21,425,2,0,10,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2022-10-02,2022-10-02,00:00:00,0,Angel,16,0,1,45,562,6,1,10,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2022-10-03,2022-10-03,00:00:00,0,Moorgate,16,0,0,127,1102,10,1,10,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2022-10-04,2022-10-04,00:00:00,0,Borough,12,0,0,92,2254,9,0,10,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2022-10-05,2022-10-05,00:00:00,0,Waterloo,20,0,0,31,912,3,0,10,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2022-10-06,2022-10-06,00:00:00,0,Bank,9,0,0,43,2046,4,1,10,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2022-10-07,2022-10-07,00:00:00,0,Elephant & Castle,13,0,0,77,1489,8,0,10,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-08,2022-10-08,00:00:00,0,Victoria,11,0,1,35,731,4,0,10,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2022-10-09,2022-10-09,00:00:00,0,King's Cross St Pancras,11,0,1,61,668,6,0,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-10-10,2022-10-10,00:00:00,0,Liverpool Street,15,0,0,102,2473,7,1,10,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2022-10-11,2022-10-11,00:00:00,0,Southwark,20,0,0,23,780,4,0,10,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2022-10-13,2022-10-13,00:00:00,0,Paddington,16,0,0,53,1107,4,0,10,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2022-10-14,2022-10-14,00:00:00,0,Paddington,6,0,0,57,2439,5,0,10,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-16,2022-10-16,00:00:00,0,Covent Garden,13,0,1,42,1485,5,0,10,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-10-17,2022-10-17,00:00:00,0,Holborn,13,0,0,20,350,4,0,10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-10-18,2022-10-18,00:00:00,0,King's Cross St Pancras,0,0,0,95,3971,8,0,10,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2022-10-19,2022-10-19,00:00:00,0,Vauxhall,16,0,0,20,175,4,0,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2022-10-20,2022-10-20,00:00:00,0,Moorgate,9,0,0,120,1600,10,1,10,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2022-10-21,2022-10-21,00:00:00,0,Borough,15,0,0,55,2285,6,0,10,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-22,2022-10-22,00:00:00,0,Covent Garden,7,0,1,52,1992,5,1,10,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2022-10-23,2022-10-23,00:00:00,0,Victoria,10,0,1,42,1719,5,1,10,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2022-10-24,2022-10-24,00:00:00,0,Victoria,15,0,0,65,2542,7,0,10,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-10-25,2022-10-25,00:00:00,0,Euston,11,0,0,39,1872,5,0,10,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2022-10-26,2022-10-26,00:00:00,0,Angel,7,0,0,58,1529,4,0,10,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2022-10-27,2022-10-27,00:00:00,0,Elephant & Castle,13,0,0,91,2648,8,0,10,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2022-10-28,2022-10-28,00:00:00,0,Whitechapel,3,0,0,75,3372,7,0,10,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-29,2022-10-29,00:00:00,0,Southwark,14,0,1,31,451,4,0,10,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2022-10-30,2022-10-30,00:00:00,0,Vauxhall,13,0,1,38,1191,4,0,10,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-10-31,2022-10-31,00:00:00,0,Angel,13,0,0,71,3519,5,0,10,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-11-01,2022-11-01,00:00:00,0,Southwark,13,0,0,61,1105,6,0,11,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2022-11-02,2022-11-02,00:00:00,0,Southwark,15,0,0,84,2534,8,1,11,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2022-11-03,2022-11-03,00:00:00,0,Baker Street,13,0,0,24,603,3,0,11,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2022-11-04,2022-11-04,00:00:00,0,Paddington,12,0,0,33,543,5,0,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-11-05,2022-11-05,00:00:00,0,Bank,11,0,1,113,5544,8,1,11,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2022-11-06,2022-11-06,00:00:00,0,Liverpool Street,12,0,1,33,726,3,0,11,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-11-07,2022-11-07,00:00:00,0,Liverpool Street,18,0,0,66,2959,6,0,11,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-11-08,2022-11-08,00:00:00,0,Victoria,10,0,0,20,946,4,0,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2022-11-09,2022-11-09,00:00:00,0,Angel,16,0,0,109,2654,9,0,11,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2022-11-10,2022-11-10,00:00:00,0,Paddington,16,0,0,46,1876,6,0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2022-11-11,2022-11-11,00:00:00,0,King's Cross,5,0,0,20,754,4,0,11,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-11-12,2022-11-12,00:00:00,0,Farringdon,15,0,1,66,1529,7,1,11,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2022-11-13,2022-11-13,00:00:00,0,Southwark,11,0,1,87,2388,8,1,11,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2022-11-14,2022-11-14,00:00:00,0,Victoria,10,0,0,26,277,3,1,11,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2022-11-15,2022-11-15,00:00:00,0,London Bridge,11,0,0,20,730,4,0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2022-11-16,2022-11-16,00:00:00,0,Old Street,5,0,0,50,1817,5,0,11,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2022-11-17,2022-11-17,00:00:00,0,Angel,17,0,0,70,2083,5,1,11,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2022-11-18,2022-11-18,00:00:00,0,Piccadilly Circus,12,0,0,76,3621,8,0,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-11-19,2022-11-19,00:00:00,0,Piccadilly Circus,15,0,1,32,1225,4,0,11,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2022-11-20,2022-11-20,00:00:00,0,Victoria,12,0,1,20,896,4,0,11,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-11-21,2022-11-21,00:00:00,0,Moorgate,13,0,0,44,748,3,1,11,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2022-11-23,2022-11-23,00:00:00,0,Paddington,10,0,0,54,2429,6,0,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2022-11-24,2022-11-24,00:00:00,0,Bank,15,0,0,27,290,2,0,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2022-11-25,2022-11-25,00:00:00,0,Victoria,10,0,0,20,694,3,0,11,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-11-26,2022-11-26,00:00:00,0,Farringdon,11,0,1,36,1779,4,0,11,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2022-11-27,2022-11-27,00:00:00,0,Victoria,6,0,1,29,454,3,0,11,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-11-28,2022-11-28,00:00:00,0,Holborn,8,0,0,82,2838,6,1,11,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
2022-11-29,2022-11-29,00:00:00,0,Elephant & Castle,18,0,0,76,2140,8,1,11,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2022-11-30,2022-11-30,00:00:00,0,Old Street,18,0,0,51,486,6,0,11,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2022-12-01,2022-12-01,00:00:00,0,Covent Garden,4,0,0,42,1018,5,0,12,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2022-12-03,2022-12-03,00:00:00,0,Euston,5,0,1,50,1737,6,0,12,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2022-12-04,2022-12-04,00:00:00,0,Waterloo,4,0,1,20,551,4,0,12,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2022-12-05,2022-12-05,00:00:00,0,St Pancras,6,0,0,136,5260,12,1,12,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
2022-12-06,2022-12-06,00:00:00,0,Baker Street,7,0,0,103,1390,7,0,12,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2022-12-07,2022-12-07,00:00:00,0,Clapham Junction,3,0,0,84,1618,7,0,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2022-12-08,2022-12-08,00:00:00,0,King's Cross St Pancras,3,0,0,30,423,4,1,12,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2022-12-09,2022-12-09,00:00:00,0,Southwark,8,0,0,80,3824,7,0,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2022-12-10,2022-12-10,00:00:00,0,Waterloo,5,0,1,24,906,2,0,12,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2022-12-12,2022-12-12,00:00:00,0,Paddington,5,0,0,21,343,4,0,12,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
2022-12-13,2022-12-13,00:00:00,0,St Pancras,0,0,0,20,998,3,0,12,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2022-12-14,2022-12-14,00:00:00,0,Liverpool Street,0,0,0,124,1674,9,0,12,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2022-12-15,2022-12-15,00:00:00,0,Angel,12,0,0,143,1770,12,1,12,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2022-12-17,2022-12-17,00:00:00,0,Waterloo,4,0,1,86,3333,6,1,12,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2022-12-18,2022-12-18,00:00:00,0,Angel,6,0,1,26,627,4,0,12,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2022-12-19,2022-12-19,00:00:00,0,Stratford,5,0,0,45,1863,5,0,12,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2022-12-20,2022-12-20,00:00:00,0,Elephant & Castle,8,0,0,67,1823,6,0,12,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
2022-12-21,2022-12-21,00:00:00,0,Southwark,4,0,0,74,1909,5,1,12,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
2022-12-22,2022-12-22,00:00:00,0,London Bridge,-8,0,0,59,2067,5,0,12,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2022-12-23,2022-12-23,00:00:00,0,Angel,1,0,0,87,1510,7,1,12,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2022-12-24,2022-12-24,00:00:00,0,Old Street,1,0,1,54,2145,6,0,12,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
2022-12-25,2022-12-25,00:00:00,0,Covent Garden,-1,0,1,21,714,2,0,12,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2022-12-26,2022-12-26,00:00:00,0,King's Cross,3,0,0,38,605,3,0,12,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
2022-12-27,2022-12-27,00:00:00,0,Clapham Junction,2,0,0,25,374,4,0,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2022-12-28,2022-12-28,00:00:00,0,King's Cross,8,0,0,21,461,4,0,12,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2022-12-29,2022-12-29,00:00:00,0,Liverpool Street,7,0,0,74,2586,6,1,12,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2022-12-30,2022-12-30,00:00:00,0,Borough,15,0,0,20,754,4,0,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
